name,gender,date_birth,country,occupation
Mr. Alexander Thomas Jr.,male,1972-03-19,United States,actor
Julie Love,female,1964-02-09,United States,costume designer
Frank Jackson,male,1965-01-03,United States,sound engineer
Jessica Williams,female,1967-11-27,United States,costume designer
Robert Gallegos,male,1981-07-22,United States,costume designer
Lisa Carroll,female,1994-08-30,United States,visual effects artist
Hector Gillespie,male,1985-11-19,United States,filmmaker
Heather Klein,female,1965-09-03,United States,make-up effects artist
Nathan Gill,male,1988-06-02,United States,visual effects artist
Amanda Schmidt,female,1967-06-24,United States,costume designer
Roger Anderson,male,1962-03-08,United States,costume designer
Tina Flores,female,1983-05-01,United States,production designer
Christopher Conway,male,1978-02-04,United States,visual effects artist
Sarah Nicholson,female,1985-03-02,United States,sound engineer
Joseph Jones,male,1990-09-19,United States,director
Denise Ellis,female,1992-05-14,United States,director
Robert Hall,male,1985-01-03,United States,actor
Michelle Woods,female,1967-07-31,United States,screenwriter
Michael Williams Jr.,male,1983-03-17,United States,actor
Anna Fleming,female,1980-11-25,United States,costume designer
Joshua Mitchell,male,1956-05-21,United States,visual effects artist
Angela Peterson,female,1968-04-12,United States,production designer
Richard Davis,male,1962-06-24,United States,costume designer
Brandi Williams,female,1989-07-29,United States,make-up effects artist
Shannon Anderson,male,1995-03-01,United States,make-up effects artist
Jennifer Jones MD,female,1976-05-06,United States,production designer
Gabriel Mueller,male,1970-12-14,United States,screenwriter
Catherine Wilson,female,1988-07-14,United States,filmmaker
Timothy Scott,male,1970-06-14,United States,sound engineer
Erika Taylor,female,1988-01-19,United States,visual effects artist
Daniel Flores,male,1966-01-07,United States,screenwriter
Ana Meadows,female,1981-05-26,United States,sound engineer
Mr. Thomas Duncan MD,male,1993-04-02,United States,director
Melissa Thomas,female,1958-07-22,United States,sound engineer
John Leonard,male,1979-12-28,United States,visual effects artist
Kathleen Torres,female,1994-07-09,United States,sound engineer
Anthony Mcbride,male,1959-05-04,United States,costume designer
Julie Chung,female,1993-12-27,United States,filmmaker
Matthew Davis,male,1959-01-26,United States,sound engineer
Stephanie Lang,female,1976-08-19,United States,costume designer
Karl Hill,male,1991-08-27,United States,visual effects artist
Melinda Shelton,female,1976-07-09,United States,screenwriter
Benjamin Tanner,male,1968-02-27,United States,screenwriter
Julie Silva,female,1956-12-28,United States,screenwriter
Michael Cantrell,male,1989-12-26,United States,filmmaker
Michelle Miller,female,1973-11-07,United States,sound engineer
Jerry Clayton,male,1972-10-20,United States,actor
Meghan Wright,female,1967-02-04,United States,visual effects artist
Joseph Collins,male,1970-07-14,United States,costume designer
Cynthia Hawkins,female,1961-05-08,United States,director
Anthony Holmes,male,1989-02-28,United States,screenwriter
Paula Williams,female,1967-10-24,United States,sound engineer
Bradley Johnson,male,1990-12-13,United States,costume designer
Katherine Miller,female,1986-11-16,United States,production designer
Timothy Charles,male,1958-08-31,United States,director
Katrina Turner,female,1993-04-12,United States,director
Charles Rodriguez,male,1995-02-15,United States,production designer
Tiffany Flores,female,1984-03-25,United States,director
Jeremy Foley,male,1969-08-31,United States,screenwriter
Laura Martinez,female,1983-01-20,United States,costume designer
Paul Garcia,male,1977-11-19,United States,screenwriter
Jordan Smith,female,1984-02-12,United States,visual effects artist
Franklin Rogers,male,1992-08-02,United States,costume designer
Stephanie Buckley,female,1984-06-29,United States,make-up effects artist
Nathaniel Lopez,male,1958-12-03,United States,director
Kathryn Oneill,female,1981-02-13,United States,visual effects artist
Kyle White,male,1967-03-30,United States,filmmaker
Jamie Watkins,female,1986-07-13,United States,filmmaker
Derek Burgess,male,1969-01-19,United States,costume designer
Stephanie Boyd,female,1962-01-11,United States,visual effects artist
Steven Woods,male,1992-10-26,United States,costume designer
Mary Bauer,female,1978-02-22,United States,screenwriter
John Ortiz,male,1960-05-03,United States,costume designer
Marie Carpenter,female,1958-03-26,United States,costume designer
Joseph Coleman,male,1968-09-21,United States,sound engineer
Patricia Beasley,female,1991-08-27,United States,filmmaker
Mark Mcdonald,male,1968-10-22,United States,costume designer
Shannon Robbins,female,1966-02-24,United States,visual effects artist
Kyle Lynch,male,1961-05-05,United States,make-up effects artist
Tammy Peterson,female,1960-04-11,United States,production designer
Jared Johnson,male,1972-12-21,United States,make-up effects artist
Katherine Cooper,female,1989-12-29,United States,sound engineer
Jordan Macdonald,male,1975-11-28,United States,director
Jessica White,female,1957-05-07,United States,screenwriter
Alexander Sherman,male,1964-07-14,United States,costume designer
Leah Green,female,1963-03-06,United States,make-up effects artist
Craig Brown,male,1990-12-27,United States,make-up effects artist
Gabrielle Greene,female,1974-01-20,United States,filmmaker
Jonathan Maxwell,male,1975-01-12,United States,actor
Michelle Foster,female,1989-11-27,United States,screenwriter
John Fernandez,male,1984-08-25,United States,screenwriter
Megan Smith,female,1975-10-30,United States,director
Joseph Perez,male,1956-08-15,United States,visual effects artist
Taylor Reese,female,1964-02-19,United States,production designer
William Kane,male,1989-08-30,United States,make-up effects artist
Dawn Cooper,female,1974-01-18,United States,costume designer
Travis Marquez,male,1974-11-11,United States,visual effects artist
Julie Oliver,female,1992-08-25,United States,filmmaker
James Cohen,male,1959-10-19,United States,actor
Jessica Mcdaniel,female,1978-08-08,United States,director
Randy Cox,male,1971-05-06,United States,visual effects artist
Olivia Rowland,female,1984-08-20,United States,costume designer
Joshua Hernandez,male,1972-07-18,United States,screenwriter
Claudia Brown,female,1975-02-23,United States,make-up effects artist
James Hale,male,1984-01-27,United States,costume designer
Stephanie Padilla,female,1992-06-06,United States,sound engineer
Keith Gentry,male,1991-06-05,United States,visual effects artist
Angela Patel,female,1995-08-23,United States,visual effects artist
Derek Mcgee,male,1972-08-20,United States,production designer
Sarah Peterson,female,1984-04-01,United States,sound engineer
Caleb Gonzalez,male,1976-10-22,United States,filmmaker
Sara Wright,female,1966-10-03,United States,actor
Ryan Mathis,male,1984-04-06,United States,actor
Savannah Richards,female,1987-08-04,United States,director
Ryan Short,male,1960-05-26,United States,sound engineer
Dana Mora,female,1976-10-02,United States,actor
Michael Spears,male,1988-03-02,United States,sound engineer
Julie Howard,female,1979-04-05,United States,costume designer
Brian Alexander,male,1988-10-14,United States,production designer
Sarah Porter,female,1989-06-14,United States,actor
Kent Hamilton,male,1959-10-26,United States,director
Kristina Hopkins,female,1967-11-18,United States,production designer
Aaron Cox,male,1985-04-07,United States,visual effects artist
Elizabeth Jackson,female,1977-05-25,United States,production designer
Mr. Roger Mitchell,male,1982-07-22,United States,director
Karen Chang,female,1987-07-12,United States,sound engineer
Steven Alvarez,male,1977-10-31,United States,actor
Amber Gomez,female,1991-06-10,United States,production designer
Kevin Estrada,male,1976-01-02,United States,sound engineer
Tracey Walker,female,1987-04-01,United States,director
John Yang,male,1981-02-23,United States,costume designer
Janet Anderson,female,1989-09-11,United States,costume designer
Daniel Ponce,male,1972-01-09,United States,filmmaker
Janet Robbins,female,1975-01-22,United States,costume designer
Jerry Johnson,male,1992-01-03,United States,production designer
Alexis Brown,female,1981-09-06,United States,costume designer
Joel Miller,male,1993-09-19,United States,visual effects artist
Lauren Fox,female,1968-03-27,United States,sound engineer
Nicholas Anderson,male,1966-11-14,United States,director
Miss Kathleen Hobbs,female,1971-02-04,United States,make-up effects artist
Kevin Boyd,male,1968-04-17,United States,director
Renee Alexander,female,1975-11-21,United States,production designer
Anthony Matthews,male,1994-06-02,United States,actor
Emily Lee,female,1980-04-30,United States,filmmaker
Curtis Garner,male,1979-11-22,United States,director
Tracy Olson,female,1982-05-29,United States,production designer
Aaron Herring,male,1987-12-01,United States,production designer
Janet Mitchell,female,1994-11-21,United States,screenwriter
John Faulkner,male,1955-12-27,United States,visual effects artist
Melanie Hanson,female,1962-11-26,United States,production designer
Vincent Foster,male,1983-08-25,United States,costume designer
Joan Parker,female,1994-01-02,United States,actor
Dr. Steven Garcia,male,1986-09-05,United States,screenwriter
Kristin Schmidt,female,1971-07-04,United States,director
Charles Miles,male,1964-02-14,United States,director
Cheryl Simpson,female,1974-12-21,United States,sound engineer
Charles Moreno,male,1982-02-04,United States,screenwriter
Rebecca Thomas,female,1983-05-27,United States,costume designer
David Taylor,male,1972-03-24,United States,sound engineer
Lori Hines,female,1962-06-25,United States,costume designer
Ronald Huff,male,1967-06-20,United States,costume designer
Laura Scott,female,1965-11-26,United States,director
Walter Rasmussen,male,1973-01-16,United States,visual effects artist
Kathy Todd,female,1956-12-02,United States,costume designer
Jonathan Jones,male,1995-01-29,United States,actor
Kristin Jensen,female,1985-12-19,United States,filmmaker
Edward Diaz,male,1994-04-09,United States,sound engineer
Margaret Davis,female,1958-06-25,United States,actor
Michael Hodge,male,1964-02-01,United States,production designer
Marie Newton,female,1968-09-23,United States,sound engineer
Brendan Frye,male,1982-10-16,United States,director
Debbie Smith,female,1983-07-10,United States,actor
Douglas Higgins,male,1986-08-29,United States,sound engineer
Joanna Vega,female,1958-10-09,United States,costume designer
William Crawford,male,1983-08-23,United States,make-up effects artist
Debra Harris,female,1962-04-28,United States,filmmaker
Wayne Ball,male,1964-03-05,United States,screenwriter
Patty Hansen,female,1962-06-07,United States,sound engineer
Robert Cook,male,1956-09-09,United States,make-up effects artist
Hannah Leach,female,1991-12-26,United States,actor
William Frazier,male,1973-08-20,United States,actor
Sarah Ryan,female,1963-07-10,United States,make-up effects artist
Bruce Caldwell,male,1987-10-08,United States,filmmaker
Sheri Martin,female,1956-03-05,United States,visual effects artist
Kelly Hernandez,male,1967-03-16,United States,visual effects artist
Wanda Jennings,female,1980-11-12,United States,costume designer
Nicholas Hernandez,male,1974-11-17,United States,costume designer
Rachel Maldonado,female,1966-07-15,United States,director
Donald Obrien,male,1981-05-25,United States,screenwriter
Brenda Romero,female,1994-10-26,United States,production designer
Joseph Wilkins,male,1993-05-07,United States,filmmaker
Ashley Frost,female,1971-06-17,United States,filmmaker
Michael Stewart,male,1991-10-01,United States,actor
Catherine Dorsey,female,1957-06-27,United States,director
Joshua Watts,male,1989-07-22,United States,filmmaker
Karen Taylor,female,1969-02-08,United States,visual effects artist
Justin Simpson,male,1971-02-24,United States,make-up effects artist
Rachel Mcconnell,female,1976-01-13,United States,sound engineer
Jeffrey Carr,male,1965-11-15,United States,director
Heather Mcdonald,female,1985-10-31,United States,visual effects artist
Kevin Stewart,male,1967-09-17,United States,director
